34176,3906,0,6,0
34176,121,0,6,0
34176,4356,1,6,0
34176,2217,0,6,0
230784,4818,0,0,0
362112,2618,0,4,1
34944,2051,0,5,0
231552,3828,1,5,0
231552,2124,0,5,0
232320,1168,0,4,1
232320,4270,0,4,1
167040,671,0,5,0
101760,1760,0,0,0
298368,2981,0,4,0
36480,4730,0,6,1
299136,2935,0,0,0
37248,2615,0,3,1
103296,2482,0,6,0
299904,1742,0,6,1
38016,1028,0,3,0
234624,2537,0,0,1
365952,1203,0,0,1
104064,3870,0,6,1
104064,669,0,6,1
300672,649,0,6,0
38784,3623,0,3,0
38784,3578,0,3,0
235392,1056,0,4,0
301440,684,0,0,0
39552,3152,0,4,0
105600,1487,0,6,1
302208,4558,0,2,0
302208,3472,0,2,0
40320,4173,0,4,1
171648,3828,0,3,0
303744,4871,0,2,0
238464,361,0,6,0
238464,3152,0,6,0
173184,1346,0,3,0
173184,3955,0,3,0
304512,4793,0,0,1
42624,946,0,2,0
173952,3042,0,0,0
370560,3152,0,4,0
370560,4595,0,4,0
108672,4760,0,0,1
305280,630,0,3,0
240000,2278,0,3,0
371328,234,0,2,0
306048,2579,0,2,0
44160,1272,0,4,0
240768,614,0,2,0
110208,433,0,2,0
306816,1489,1,6,1
306816,941,0,6,1
241536,2766,0,4,0
241536,1492,0,4,0
176256,3323,1,4,1
110976,159,0,5,0
307584,1340,1,0,1
307584,1653,0,0,1
307584,4173,0,0,1
177024,794,0,4,0
111744,3828,0,0,0
308352,152,0,2,0
243072,4687,0,6,1
243072,3826,0,6,1
177792,951,0,0,1
374400,302,0,5,1
309120,4775,1,2,0
47232,191,0,2,0
375168,606,0,3,0
48000,1102,0,2,0
244608,2105,0,0,0
179328,1679,0,4,0
375936,3954,0,3,0
310656,4829,0,3,1
48768,3630,0,5,0
180096,3319,0,0,1
311424,1703,0,5,0
246144,3862,0,5,1
180864,783,0,2,0
377472,4968,0,6,0
115584,1970,0,0,0
181632,1423,0,3,0
378240,1861,0,2,1
116352,4864,0,0,0
312960,2537,0,6,1
312960,4454,0,6,1
247680,3990,1,0,0
182400,3938,1,2,0
379008,2081,0,0,0
117120,3826,0,3,1
313728,3734,0,4,0
313728,1093,0,4,0
313728,2971,0,4,0
313728,2592,0,4,0
183168,4985,0,5,0
379776,3134,0,3,0
52608,1760,0,2,0
183936,2339,0,7,0
315264,4044,0,2,0
53376,839,1,0,0
381312,2708,0,2,1
119424,1491,0,3,1
119424,3910,0,3,1
316032,1972,0,4,0
54144,861,0,2,1
250752,4504,0,4,0
316800,4616,0,3,0
120960,1340,0,0,0
55680,2994,0,3,0
252288,1916,0,3,0
56448,1724,0,3,0
187776,168,0,4,0
187776,1346,0,4,0
122496,4079,0,5,0
319104,2318,0,4,0
57216,3954,0,3,1
253824,4442,0,0,0
188544,4280,0,2,1
385152,4966,0,4,0
57984,1056,0,0,0
189312,1760,0,4,0
189312,2511,0,4,0
385920,241,0,0,1
124032,3419,0,5,0
58752,3476,0,4,0
58752,794,0,4,0
58752,4650,0,4,0
255360,1827,0,6,0
190080,4469,0,2,1
190080,3041,0,2,1
190080,63,0,2,1
386688,606,0,4,0
124800,4976,0,5,0
321408,1840,0,6,1
321408,3103,0,6,1
321408,2273,0,6,1
59520,1019,0,3,1
256128,2158,0,4,1
256128,639,0,4,1
190848,4730,0,2,0
387456,588,0,3,0
125568,3350,0,2,0
191616,3439,0,6,0
126336,3578,0,5,1
126336,4325,0,5,1
322944,1892,0,7,0
192384,4173,0,6,0
127104,4048,1,6,1
323712,1310,0,2,0
61824,2928,0,0,0
324480,2891,1,4,0
259200,4048,1,7,0
128640,4589,0,0,0
325248,2592,0,6,1
194688,2273,0,3,1
391296,2821,0,4,1
195456,2482,0,2,0
64896,1679,0,4,0
130944,2950,0,0,0
262272,3734,0,3,0
384,3689,0,3,2
196992,1833,0,3,1
393600,2102,0,3,0
66432,606,0,3,0
263040,3055,0,0,0
394368,685,0,4,1
67200,4043,0,3,0
67200,4955,0,3,0
1920,4015,0,5,0
395136,2217,0,2,0
199296,1501,0,6,0
199296,1412,0,6,0
330624,3063,0,3,0
330624,829,0,3,0
68736,2093,0,4,1
265344,1142,0,3,0
200064,3734,0,4,1
331392,1978,0,0,0
69504,2066,0,3,0
266112,141,0,3,0
4224,4864,0,5,1
397440,2403,0,0,0
266880,1884,0,2,1
71040,598,0,3,0
398976,4173,0,3,0
71808,4850,0,5,1
203136,2193,0,2,0
399744,4173,0,4,1
399744,2664,0,4,1
137856,649,0,6,0
334464,4170,0,5,0
72576,141,0,2,0
269184,4992,1,0,0
7296,4976,1,3,1
335232,3889,0,0,0
269952,3607,0,2,0
8064,1425,0,0,0
74112,4270,0,4,0
205440,1451,0,5,1
205440,1978,0,5,1
205440,4864,0,5,1
205440,3472,1,5,1
205440,4240,0,5,1
336768,2721,0,7,0
402816,4043,0,3,0
402816,1854,0,3,0
272256,3623,0,2,0
10368,467,0,0,1
403584,4981,0,4,1
403584,1102,0,4,1
141696,2138,0,3,0
273024,390,0,4,0
273024,2611,0,4,0
77184,2537,0,3,0
208512,2138,0,3,0
405120,2669,0,0,0
143232,2664,0,3,0
77952,4162,0,3,0
12672,3828,0,2,0
405888,2430,0,0,1
144000,1487,0,3,0
340608,2537,1,5,1
340608,104,0,5,1
275328,4658,0,2,1
13440,2935,0,5,0
210048,1340,0,3,1
144768,3578,0,4,0
341376,4173,0,5,0
79488,951,0,0,0
14208,3154,0,3,0
407424,4794,0,2,1
80256,2537,0,2,0
80256,2521,0,2,0
14976,402,0,0,0
14976,4469,0,0,0
211584,359,0,0,0
408192,1093,1,3,1
408192,742,0,3,1
408192,114,0,3,1
146304,3593,0,7,0
342912,514,0,4,0
212352,2596,0,3,0
147072,740,0,2,1
81792,1861,0,4,0
409728,1023,0,5,2
409728,2436,0,5,2
344448,3835,0,4,0
279168,3410,0,2,1
410496,3622,0,5,0
83328,1501,0,0,0
279936,58,0,4,0
18048,3173,0,3,1
214656,4173,0,5,0
215424,1936,0,2,1
412032,4099,0,3,2
412032,1393,0,3,2
412032,1742,0,3,2
150144,2099,0,2,0
84864,2545,0,2,1
150912,3102,0,0,0
20352,4549,0,3,1
348288,1346,0,4,0
348288,3152,0,4,0
217728,4826,0,4,0
152448,3623,0,3,0
87168,1193,0,3,1
218496,4322,0,0,0
415104,4949,0,7,0
153216,4793,0,3,1
349824,946,0,5,1
87936,1520,0,6,0
284544,2403,0,4,0
284544,3965,0,4,0
415872,2669,0,4,0
415872,3693,0,4,0
153984,2102,0,3,0
153984,4044,0,3,0
285312,1203,0,0,0
23424,941,0,4,0
416640,443,0,5,0
154752,2124,0,4,0
89472,2721,0,6,0
220800,297,0,6,1
417408,3828,0,6,0
155520,323,0,7,1
90240,2447,0,3,0
286848,2072,0,2,0
286848,2669,0,2,0
286848,1555,0,2,0
286848,1415,0,2,0
24960,1056,0,5,1
352896,2537,0,0,0
287616,1484,0,0,0
418944,3912,0,6,1
157056,1370,0,0,0
288384,3463,0,0,0
288384,2565,0,0,0
223104,3728,0,0,0
419712,1102,0,4,0
27264,4282,0,3,0
223872,4265,0,3,1
93312,102,0,4,0
28032,4044,1,0,0
421248,3689,0,4,0
355968,2217,0,0,1
290688,2217,0,2,0
28800,935,0,4,0
225408,2669,0,0,1
160128,960,0,3,1
94848,4079,0,7,0
29568,1840,0,6,1
226176,4955,0,,
357504,1310,0,4,0
30336,415,0,0,0
226944,2393,0,3,1
423552,4388,0,3,0
292992,2020,0,3,1
31104,3161,0,0,0
97152,361,1,0,0
31872,2031,0,2,0
163200,1089,0,3,0
359808,4735,0,3,1
229248,586,0,4,0
98433,522,0,2,0
295041,2469,0,2,0
33153,3828,0,0,0
33153,4976,0,0,0
361089,4373,0,0,0
33921,310,0,0,1
